,0,n,e,r,s
chw,1.0,0.0,0.0,0.0,0.0
üng,0.0,0.625,0.375,0.0,0.0
mdi,0.0,1.0,0.0,0.0,0.0
oof,0.4666666666666667,0.0,0.0,0.0,0.5333333333333333
dge,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857
hür,0.0,1.0,0.0,0.0,0.0
tde,1.0,0.0,0.0,0.0,0.0
neo,1.0,0.0,0.0,0.0,0.0
rna,0.9583333333333334,0.0,0.0,0.0,0.041666666666666664
uad,0.0,0.0,0.0,0.18181818181818182,0.8181818181818182
mwp,1.0,0.0,0.0,0.0,0.0
rso,0.5555555555555556,0.3333333333333333,0.0,0.0,0.1111111111111111
tzi,0.0,0.0,0.5,0.0,0.5
aul,0.0,0.5,0.0,0.0,0.5
gge,0.02631578947368421,0.9736842105263158,0.0,0.0,0.0
agg,0.0,1.0,0.0,0.0,0.0
piz,1.0,0.0,0.0,0.0,0.0
te2,1.0,0.0,0.0,0.0,0.0
sku,0.25,0.0,0.0,0.0,0.75
pup,1.0,0.0,0.0,0.0,0.0
gon,0.1,0.5666666666666667,0.03333333333333333,0.0,0.3
ifi,1.0,0.0,0.0,0.0,0.0
xyg,0.0,1.0,0.0,0.0,0.0
uin,0.0,0.43333333333333335,0.5666666666666667,0.0,0.0
elb,0.125,0.625,0.25,0.0,0.0
elz,0.05263157894736842,0.10526315789473684,0.8421052631578947,0.0,0.0
dil,0.3,0.0,0.7,0.0,0.0
sbe,0.0,1.0,0.0,0.0,0.0
het,0.0,0.75,0.0,0.0,0.25
lla,0.0,0.7833333333333333,0.0,0.0,0.21666666666666667
304,1.0,0.0,0.0,0.0,0.0
338,1.0,0.0,0.0,0.0,0.0
ona,0.3018867924528302,0.20754716981132076,0.0,0.0,0.49056603773584906
ges,0.9487179487179487,0.02564102564102564,0.02564102564102564,0.0,0.0
sad,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
jin,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
pv6,1.0,0.0,0.0,0.0,0.0
tös,0.0,0.2,0.8,0.0,0.0
sed,1.0,0.0,0.0,0.0,0.0
odl,0.0,0.0,1.0,0.0,0.0
tld,0.0,0.0,0.0,0.0,1.0
oda,0.2,0.8,0.0,0.0,0.0
rls,1.0,0.0,0.0,0.0,0.0
han,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
eul,0.0,1.0,0.0,0.0,0.0
104,1.0,0.0,0.0,0.0,0.0
omy,1.0,0.0,0.0,0.0,0.0
tit,0.1,0.9,0.0,0.0,0.0
iry,1.0,0.0,0.0,0.0,0.0
gme,0.0,1.0,0.0,0.0,0.0
ram,0.3684210526315789,0.21052631578947367,0.0,0.0,0.42105263157894735
341,1.0,0.0,0.0,0.0,0.0
yal,0.0,0.0,0.6153846153846154,0.0,0.38461538461538464
ora,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0
ret,0.031746031746031744,0.6190476190476191,0.23809523809523808,0.0,0.1111111111111111
lye,1.0,0.0,0.0,0.0,0.0
320,1.0,0.0,0.0,0.0,0.0
rax,0.2,0.8,0.0,0.0,0.0
upp,0.0,0.8666666666666667,0.0,0.0,0.13333333333333333
rlö,0.0,1.0,0.0,0.0,0.0
tir,0.0,1.0,0.0,0.0,0.0
v-2,1.0,0.0,0.0,0.0,0.0
or-,1.0,0.0,0.0,0.0,0.0
zor,0.125,0.875,0.0,0.0,0.0
ign,0.5333333333333333,0.30666666666666664,0.0,0.16,0.0
ttp,1.0,0.0,0.0,0.0,0.0
spr,1.0,0.0,0.0,0.0,0.0
vvm,1.0,0.0,0.0,0.0,0.0
cim,0.0,1.0,0.0,0.0,0.0
100,1.0,0.0,0.0,0.0,0.0
bas,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0
reu,0.0,1.0,0.0,0.0,0.0
664,1.0,0.0,0.0,0.0,0.0
zil,0.0,0.0,1.0,0.0,0.0
mac,0.06060606060606061,0.0,0.0,0.0,0.9393939393939394
biß,0.0,0.0,1.0,0.0,0.0
hai,0.0,1.0,0.0,0.0,0.0
umt,1.0,0.0,0.0,0.0,0.0
rüh,0.0,1.0,0.0,0.0,0.0
pür,0.0,1.0,0.0,0.0,0.0
djs,1.0,0.0,0.0,0.0,0.0
cha,0.17647058823529413,0.6470588235294118,0.0,0.0,0.17647058823529413
dwe,0.0,1.0,0.0,0.0,0.0
kag,0.0,0.9375,0.0,0.0,0.0625
pai,1.0,0.0,0.0,0.0,0.0
ks2,1.0,0.0,0.0,0.0,0.0
iot,0.34782608695652173,0.30434782608695654,0.0,0.0,0.34782608695652173
oid,0.3888888888888889,0.2222222222222222,0.3888888888888889,0.0,0.0
com,0.4827586206896552,0.0,0.3793103448275862,0.0,0.13793103448275862
siz,0.0,0.0,1.0,0.0,0.0
nwo,1.0,0.0,0.0,0.0,0.0
äts,1.0,0.0,0.0,0.0,0.0
rx2,1.0,0.0,0.0,0.0,0.0
jön,0.0,1.0,0.0,0.0,0.0
nlo,1.0,0.0,0.0,0.0,0.0
füß,0.0,0.15384615384615385,0.8461538461538461,0.0,0.0
chv,1.0,0.0,0.0,0.0,0.0
ynt,0.0,0.0,1.0,0.0,0.0
ynd,0.0,0.0,0.0,1.0,0.0
afs,1.0,0.0,0.0,0.0,0.0
lei,0.0,0.875,0.125,0.0,0.0
agt,0.0,0.5833333333333334,0.4166666666666667,0.0,0.0
emd,0.06896551724137931,0.6896551724137931,0.13793103448275862,0.06896551724137931,0.034482758620689655
ilb,0.0,0.5,0.5,0.0,0.0
fly,0.3333333333333333,0.6,0.0,0.0,0.06666666666666667
üpf,0.0,0.2,0.8,0.0,0.0
oil,0.23076923076923078,0.0,0.07692307692307693,0.0,0.6923076923076923
pez,0.0,1.0,0.0,0.0,0.0
ery,0.5,0.0,0.0,0.0,0.5
p-6,1.0,0.0,0.0,0.0,0.0
hdd,0.0,0.0,0.0,0.0,1.0
hlt,0.07142857142857142,0.7142857142857143,0.21428571428571427,0.0,0.0
aya,0.6,0.0,0.0,0.0,0.4
pia,1.0,0.0,0.0,0.0,0.0
sve,0.0,1.0,0.0,0.0,0.0
eve,0.0,0.967741935483871,0.0,0.0,0.03225806451612903
eff,0.02857142857142857,0.5142857142857142,0.2,0.0,0.2571428571428571
ähn,0.0,1.0,0.0,0.0,0.0
ush,1.0,0.0,0.0,0.0,0.0
fet,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
kas,0.0,0.0,1.0,0.0,0.0
reo,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556
zig,0.0,0.8888888888888888,0.07407407407407407,0.037037037037037035,0.0
ado,0.23529411764705882,0.0,0.0,0.0,0.7647058823529411
udi,0.038461538461538464,0.7692307692307693,0.0,0.0,0.19230769230769232
lds,1.0,0.0,0.0,0.0,0.0
hig,0.0,0.92,0.08,0.0,0.0
map,0.96,0.0,0.0,0.0,0.04
gip,0.0,0.0,0.0,0.0,1.0
ruh,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.0,0.0
fip,0.0,0.0,0.0,0.0,1.0
kuh,0.047619047619047616,0.047619047619047616,0.9047619047619048,0.0,0.0
hes,0.7837837837837838,0.13513513513513514,0.08108108108108109,0.0,0.0
sek,1.0,0.0,0.0,0.0,0.0
ape,0.2,0.03333333333333333,0.0,0.0,0.7666666666666667
oco,1.0,0.0,0.0,0.0,0.0
css,1.0,0.0,0.0,0.0,0.0
iam,0.4,0.0,0.0,0.0,0.6
uda,1.0,0.0,0.0,0.0,0.0
ar,0.0,1.0,0.0,0.0,0.0
esi,0.6,0.4,0.0,0.0,0.0
tud,0.0,1.0,0.0,0.0,0.0
krs,1.0,0.0,0.0,0.0,0.0
näs,0.0,0.0,1.0,0.0,0.0
lop,0.10526315789473684,0.0,0.0,0.0,0.8947368421052632
hol,0.015625,0.125,0.859375,0.0,0.0
rex,0.8,0.0,0.2,0.0,0.0
cpa,1.0,0.0,0.0,0.0,0.0
ts-,1.0,0.0,0.0,0.0,0.0
kou,1.0,0.0,0.0,0.0,0.0
eby,1.0,0.0,0.0,0.0,0.0
jow,1.0,0.0,0.0,0.0,0.0
nta,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
php,1.0,0.0,0.0,0.0,0.0
lvo,1.0,0.0,0.0,0.0,0.0
max,1.0,0.0,0.0,0.0,0.0
ova,1.0,0.0,0.0,0.0,0.0
fse,0.0,1.0,0.0,0.0,0.0
urv,0.0,1.0,0.0,0.0,0.0
süb,0.0,1.0,0.0,0.0,0.0
cus,1.0,0.0,0.0,0.0,0.0
180,1.0,0.0,0.0,0.0,0.0
ayz,1.0,0.0,0.0,0.0,0.0
äuß,0.0,0.0,1.0,0.0,0.0
ckn,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0
erm,0.26666666666666666,0.06666666666666667,0.6,0.0,0.06666666666666667
ney,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714
osi,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
rld,0.5,0.0,0.0,0.0,0.5
nyl,1.0,0.0,0.0,0.0,0.0
rob,0.0,1.0,0.0,0.0,0.0
gvo,1.0,0.0,0.0,0.0,0.0
zur,0.058823529411764705,0.0,0.9411764705882353,0.0,0.0
oya,0.875,0.0,0.0,0.0,0.125
tzt,0.16666666666666666,0.5416666666666666,0.125,0.16666666666666666,0.0
nfo,0.05555555555555555,0.0,0.0,0.0,0.9444444444444444
xam,0.2,0.8,0.0,0.0,0.0
adg,0.0,0.0,0.0,0.0,1.0
kob,0.0,0.0,0.0,0.0,1.0
ncz,0.0,0.0,0.0,0.0,1.0
don,0.0,0.0,0.07142857142857142,0.0,0.9285714285714286
psp,0.0,0.0,0.0,0.0,1.0
rab,0.07142857142857142,0.2857142857142857,0.0,0.6428571428571429,0.0
gog,0.0,1.0,0.0,0.0,0.0
lkw,1.0,0.0,0.0,0.0,0.0
amd,0.0,0.0,0.0,0.0,1.0
ee7,1.0,0.0,0.0,0.0,0.0
xia,1.0,0.0,0.0,0.0,0.0
nzh,0.0,1.0,0.0,0.0,0.0
bäß,0.0,0.0,1.0,0.0,0.0
ieß,0.20833333333333334,0.125,0.4166666666666667,0.25,0.0
rci,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
stz,0.0,1.0,0.0,0.0,0.0
rug,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,0.16666666666666666
oen,0.875,0.125,0.0,0.0,0.0
loß,0.023255813953488372,0.32558139534883723,0.06976744186046512,0.5813953488372093,0.0
ogl,1.0,0.0,0.0,0.0,0.0
vas,0.9,0.0,0.0,0.0,0.1
llo,0.6,0.4,0.0,0.0,0.0
us,1.0,0.0,0.0,0.0,0.0
s20,1.0,0.0,0.0,0.0,0.0
zta,1.0,0.0,0.0,0.0,0.0
pän,0.0,1.0,0.0,0.0,0.0
git,0.75,0.0,0.0,0.0,0.25
äut,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.0
sla,0.9629629629629629,0.0,0.0,0.0,0.037037037037037035
nyi,1.0,0.0,0.0,0.0,0.0
pop,0.5,0.0,0.0,0.0,0.5
big,0.023809523809523808,0.6190476190476191,0.3333333333333333,0.0,0.023809523809523808
lka,1.0,0.0,0.0,0.0,0.0
amy,1.0,0.0,0.0,0.0,0.0
nbö,0.0,1.0,0.0,0.0,0.0
rar,0.35,0.0,0.65,0.0,0.0
tod,0.2,0.2,0.6,0.0,0.0
pan,0.0,0.7692307692307693,0.23076923076923078,0.0,0.0
heb,0.0,0.0,1.0,0.0,0.0
hoß,0.1,0.0,0.9,0.0,0.0
mss,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
lät,0.0,0.0,1.0,0.0,0.0
ico,0.5121951219512195,0.0,0.0,0.0,0.4878048780487805
boo,1.0,0.0,0.0,0.0,0.0
cas,0.25,0.0,0.125,0.0,0.625
vrs,1.0,0.0,0.0,0.0,0.0
väg,0.0,1.0,0.0,0.0,0.0
phi,0.07692307692307693,0.8461538461538461,0.0,0.0,0.07692307692307693
ito,0.05555555555555555,0.5925925925925926,0.0,0.0,0.35185185185185186
öho,0.0,1.0,0.0,0.0,0.0
rez,0.0,1.0,0.0,0.0,0.0
4er,1.0,0.0,0.0,0.0,0.0
4de,1.0,0.0,0.0,0.0,0.0
axx,1.0,0.0,0.0,0.0,0.0
lel,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
aio,1.0,0.0,0.0,0.0,0.0
urr,0.0,1.0,0.0,0.0,0.0
oit,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778
uns,1.0,0.0,0.0,0.0,0.0
-10,1.0,0.0,0.0,0.0,0.0
rüd,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
lft,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
kbs,1.0,0.0,0.0,0.0,0.0
mix,0.4375,0.1875,0.3125,0.0,0.0625
ubi,0.125,0.0,0.0,0.0,0.875
89a,1.0,0.0,0.0,0.0,0.0
yso,0.0,0.0,0.0,0.0,1.0
kän,0.0,1.0,0.0,0.0,0.0
cds,1.0,0.0,0.0,0.0,0.0
ped,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
csp,0.0,0.0,0.0,0.0,1.0
gum,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0
ktr,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0
oph,0.0,1.0,0.0,0.0,0.0
stg,1.0,0.0,0.0,0.0,0.0
dor,0.13333333333333333,0.6666666666666666,0.0,0.0,0.2
afy,1.0,0.0,0.0,0.0,0.0
gis,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
rtz,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0
mär,0.0,1.0,0.0,0.0,0.0
s10,1.0,0.0,0.0,0.0,0.0
ipi,0.3076923076923077,0.6923076923076923,0.0,0.0,0.0
zoo,0.2,0.0,0.0,0.0,0.8
qos,1.0,0.0,0.0,0.0,0.0
slr,1.0,0.0,0.0,0.0,0.0
ieh,0.0,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0
499,1.0,0.0,0.0,0.0,0.0
fig,0.0,0.6818181818181818,0.3181818181818182,0.0,0.0
tän,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
awn,1.0,0.0,0.0,0.0,0.0
nix,0.6,0.4,0.0,0.0,0.0
rek,0.0,0.0,0.0,0.0,1.0
kof,0.0,1.0,0.0,0.0,0.0
geo,0.75,0.0,0.0,0.0,0.25
rtr,1.0,0.0,0.0,0.0,0.0
cag,0.0,0.0,0.0,0.0,1.0
alm,0.046511627906976744,0.16279069767441862,0.7441860465116279,0.0,0.046511627906976744
rof,0.9090909090909091,0.0,0.0,0.0,0.09090909090909091
ecm,1.0,0.0,0.0,0.0,0.0
eco,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111
bch,0.0,1.0,0.0,0.0,0.0
ugh,0.0,0.0,0.0,0.0,1.0
nid,0.5,0.0,0.0,0.0,0.5
mag,0.05263157894736842,0.15789473684210525,0.0,0.0,0.7894736842105263
cry,1.0,0.0,0.0,0.0,0.0
win,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
ous,0.125,0.0,0.75,0.0,0.125
vet,1.0,0.0,0.0,0.0,0.0
kai,1.0,0.0,0.0,0.0,0.0
eva,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
mik,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0
leo,0.0,0.0,0.0,0.0,1.0
cho,0.0,1.0,0.0,0.0,0.0
obo,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
rry,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778
sdü,0.0,1.0,0.0,0.0,0.0
ugg,0.0,1.0,0.0,0.0,0.0
oug,0.0,0.0,1.0,0.0,0.0
sim,0.0,0.0,0.4,0.0,0.6
aub,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.0,0.13333333333333333
dex,0.4,0.2,0.4,0.0,0.0
ntz,0.25,0.75,0.0,0.0,0.0
mud,1.0,0.0,0.0,0.0,0.0
rms,1.0,0.0,0.0,0.0,0.0
oon,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286
iro,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
ggf,1.0,0.0,0.0,0.0,0.0
poo,1.0,0.0,0.0,0.0,0.0
-io,0.0,1.0,0.0,0.0,0.0
ota,0.0,0.0,0.0,0.0,1.0
plr,1.0,0.0,0.0,0.0,0.0
oth,0.9,0.0,0.0,0.0,0.1
hüt,0.0,0.9333333333333333,0.06666666666666667,0.0,0.0
var,0.5,0.0,0.0,0.0,0.5
idd,0.0,1.0,0.0,0.0,0.0
ear,0.6666666666666666,0.06666666666666667,0.0,0.0,0.26666666666666666
änn,0.0,0.5,0.5,0.0,0.0
ata,0.8571428571428571,0.09523809523809523,0.0,0.0,0.047619047619047616
vue,1.0,0.0,0.0,0.0,0.0
row,1.0,0.0,0.0,0.0,0.0
fox,1.0,0.0,0.0,0.0,0.0
küs,0.0,0.0,1.0,0.0,0.0
mor,0.0,0.6842105263157895,0.3157894736842105,0.0,0.0
wcs,1.0,0.0,0.0,0.0,0.0
örb,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
d32,1.0,0.0,0.0,0.0,0.0
er-,1.0,0.0,0.0,0.0,0.0
weh,0.5,0.5,0.0,0.0,0.0
vre,1.0,0.0,0.0,0.0,0.0
ekn,0.0,1.0,0.0,0.0,0.0
cet,0.0,0.0,0.0,0.0,1.0
p32,1.0,0.0,0.0,0.0,0.0
fat,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0
dsp,0.0,0.0,0.0,0.0,1.0
utt,0.17647058823529413,0.7647058823529411,0.0,0.058823529411764705,0.0
iga,0.5,0.5,0.0,0.0,0.0
iou,0.0,0.0,0.0,0.0,1.0
pno,0.0,0.0,0.0,0.0,1.0
ur-,1.0,0.0,0.0,0.0,0.0
exy,1.0,0.0,0.0,0.0,0.0
245,1.0,0.0,0.0,0.0,0.0
bör,0.0,1.0,0.0,0.0,0.0
ürr,0.0,1.0,0.0,0.0,0.0
v2x,1.0,0.0,0.0,0.0,0.0
00-,1.0,0.0,0.0,0.0,0.0
roi,1.0,0.0,0.0,0.0,0.0
ohe,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
geh,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
hzy,1.0,0.0,0.0,0.0,0.0
hov,0.0,1.0,0.0,0.0,0.0
unz,0.0,1.0,0.0,0.0,0.0
uze,0.0,1.0,0.0,0.0,0.0
mph,0.25,0.25,0.5,0.0,0.0
oro,0.25,0.25,0.0,0.0,0.5
bix,1.0,0.0,0.0,0.0,0.0
öre,0.7,0.3,0.0,0.0,0.0
zb,1.0,0.0,0.0,0.0,0.0
elp,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0
wid,0.75,0.25,0.0,0.0,0.0
nin,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.0,0.0
ölz,0.0,0.8,0.0,0.2,0.0
urd,0.0,0.0,0.5,0.5,0.0
pri,1.0,0.0,0.0,0.0,0.0
c4u,1.0,0.0,0.0,0.0,0.0
lor,0.75,0.0,0.25,0.0,0.0
-19,1.0,0.0,0.0,0.0,0.0
too,1.0,0.0,0.0,0.0,0.0
bäd,0.0,0.5238095238095238,0.0,0.47619047619047616,0.0
pa,1.0,0.0,0.0,0.0,0.0
röl,0.0,1.0,0.0,0.0,0.0
fas,0.5161290322580645,0.0,0.45161290322580644,0.03225806451612903,0.0
ryx,1.0,0.0,0.0,0.0,0.0
äun,0.0,1.0,0.0,0.0,0.0
pp-,1.0,0.0,0.0,0.0,0.0
his,0.5,0.5,0.0,0.0,0.0
-do,0.0,0.0,0.0,0.0,1.0
oer,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
dna,1.0,0.0,0.0,0.0,0.0
rog,0.0,1.0,0.0,0.0,0.0
nah,0.0,1.0,0.0,0.0,0.0
äub,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
inz,0.0,0.9761904761904762,0.023809523809523808,0.0,0.0
bir,0.0,1.0,0.0,0.0,0.0
bad,0.05263157894736842,0.21052631578947367,0.0,0.7368421052631579,0.0
f20,1.0,0.0,0.0,0.0,0.0
ruß,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0
für,1.0,0.0,0.0,0.0,0.0
uic,1.0,0.0,0.0,0.0,0.0
tti,1.0,0.0,0.0,0.0,0.0
apf,0.0,1.0,0.0,0.0,0.0
prh,0.0,0.0,0.0,1.0,0.0
öht,0.0,0.4,0.6,0.0,0.0
cta,0.0,0.0,0.0,0.0,1.0
uks,1.0,0.0,0.0,0.0,0.0
fum,0.3333333333333333,0.25,0.0,0.0,0.4166666666666667
elo,0.4,0.6,0.0,0.0,0.0
öhm,0.0,1.0,0.0,0.0,0.0
-gb,1.0,0.0,0.0,0.0,0.0
önn,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.0,0.0
ssa,0.13043478260869565,0.8695652173913043,0.0,0.0,0.0
gam,0.0,0.0,0.0,0.0,1.0
-it,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
äse,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0
ewt,0.0,1.0,0.0,0.0,0.0
pip,0.0,0.0,0.0,0.0,1.0
dan,0.0,0.8,0.0,0.0,0.2
aik,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
ais,0.8125,0.125,0.0625,0.0,0.0
rco,1.0,0.0,0.0,0.0,0.0
wiß,0.0,0.0,1.0,0.0,0.0
oze,0.0,1.0,0.0,0.0,0.0
wis,0.8,0.12,0.08,0.0,0.0
muß,0.0,1.0,0.0,0.0,0.0
ees,1.0,0.0,0.0,0.0,0.0
rap,1.0,0.0,0.0,0.0,0.0
tla,0.0,0.0,0.0,0.0,1.0
vry,1.0,0.0,0.0,0.0,0.0
beb,0.0,1.0,0.0,0.0,0.0
wan,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0
51,1.0,0.0,0.0,0.0,0.0
-12,1.0,0.0,0.0,0.0,0.0
ues,1.0,0.0,0.0,0.0,0.0
ggl,0.0,0.0,0.0,0.0,1.0
-od,0.0,0.0,0.0,1.0,0.0
hön,0.05555555555555555,0.5555555555555556,0.2777777777777778,0.05555555555555555,0.05555555555555555
rsa,1.0,0.0,0.0,0.0,0.0
tle,0.6,0.0,0.0,0.0,0.4
csd,0.0,0.0,0.0,0.0,1.0
swt,1.0,0.0,0.0,0.0,0.0
sai,1.0,0.0,0.0,0.0,0.0
irs,0.5,0.0,0.5,0.0,0.0
hüs,0.0,0.0,1.0,0.0,0.0
efi,1.0,0.0,0.0,0.0,0.0
msp,0.0136986301369863,0.0,0.0,0.0,0.9863013698630136
sos,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0
lby,1.0,0.0,0.0,0.0,0.0
teu,0.0,1.0,0.0,0.0,0.0
arc,1.0,0.0,0.0,0.0,0.0
ne-,1.0,0.0,0.0,0.0,0.0
ce-,1.0,0.0,0.0,0.0,0.0
ely,1.0,0.0,0.0,0.0,0.0
tax,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0
ssy,1.0,0.0,0.0,0.0,0.0
dev,1.0,0.0,0.0,0.0,0.0
bzw,1.0,0.0,0.0,0.0,0.0
mbp,0.0,0.0,0.0,0.0,1.0
dir,1.0,0.0,0.0,0.0,0.0
ärz,0.0,1.0,0.0,0.0,0.0
edb,1.0,0.0,0.0,0.0,0.0
kdb,1.0,0.0,0.0,0.0,0.0
daw,0.0,0.0,0.0,0.0,1.0
aal,0.0,0.5,0.5,0.0,0.0
alg,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0
ofs,1.0,0.0,0.0,0.0,0.0
qhd,1.0,0.0,0.0,0.0,0.0
esr,0.0,0.0,0.0,0.0,1.0
dde,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0
ath,0.8461538461538461,0.15384615384615385,0.0,0.0,0.0
0h2,1.0,0.0,0.0,0.0,0.0
364,1.0,0.0,0.0,0.0,0.0
eaf,1.0,0.0,0.0,0.0,0.0
oao,1.0,0.0,0.0,0.0,0.0
ntg,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
got,0.25,0.25,0.25,0.0,0.25
otz,0.3333333333333333,0.25,0.4166666666666667,0.0,0.0
oms,1.0,0.0,0.0,0.0,0.0
lod,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
eob,1.0,0.0,0.0,0.0,0.0
lai,0.0,0.0,0.0,0.0,1.0
rod,0.0,0.75,0.0,0.25,0.0
sby,1.0,0.0,0.0,0.0,0.0
ago,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
uai,1.0,0.0,0.0,0.0,0.0
fur,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0
hrf,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
coe,1.0,0.0,0.0,0.0,0.0
fng,0.0,1.0,0.0,0.0,0.0
iod,0.1,0.85,0.0,0.05,0.0
usa,1.0,0.0,0.0,0.0,0.0
ufl,0.0,0.8,0.0,0.2,0.0
azz,0.75,0.25,0.0,0.0,0.0
zis,0.1875,0.0,0.5625,0.0625,0.1875
ec1,1.0,0.0,0.0,0.0,0.0
yod,1.0,0.0,0.0,0.0,0.0
nz,1.0,0.0,0.0,0.0,0.0
cao,1.0,0.0,0.0,0.0,0.0
pir,0.0,0.47368421052631576,0.47368421052631576,0.0,0.05263157894736842
dft,0.0,1.0,0.0,0.0,0.0
nya,1.0,0.0,0.0,0.0,0.0
thi,0.5,0.0,0.0,0.0,0.5
cd-,1.0,0.0,0.0,0.0,0.0
pit,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182
dns,1.0,0.0,0.0,0.0,0.0
gpe,0.0,1.0,0.0,0.0,0.0
360,1.0,0.0,0.0,0.0,0.0
üde,0.0,1.0,0.0,0.0,0.0
amo,0.0,1.0,0.0,0.0,0.0
bai,1.0,0.0,0.0,0.0,0.0
ugn,0.0,1.0,0.0,0.0,0.0
rni,0.5,0.5,0.0,0.0,0.0
-tv,0.25,0.0,0.0,0.0,0.75
red,0.07407407407407407,0.6666666666666666,0.18518518518518517,0.07407407407407407,0.0
pki,1.0,0.0,0.0,0.0,0.0
shs,1.0,0.0,0.0,0.0,0.0
ura,0.6774193548387096,0.0,0.0,0.0,0.3225806451612903
alv,0.0,0.4,0.4,0.2,0.0
eze,0.75,0.0,0.0,0.0,0.25
mhg,1.0,0.0,0.0,0.0,0.0
oet,0.0,1.0,0.0,0.0,0.0
yiq,1.0,0.0,0.0,0.0,0.0
cap,1.0,0.0,0.0,0.0,0.0
ect,0.5,0.2,0.0,0.0,0.3
trs,1.0,0.0,0.0,0.0,0.0
cms,1.0,0.0,0.0,0.0,0.0
dpi,1.0,0.0,0.0,0.0,0.0
häf,0.0,1.0,0.0,0.0,0.0
rpg,0.0,0.0,0.0,0.0,1.0
owd,0.375,0.5,0.0,0.125,0.0
cak,0.0,0.0,0.0,0.0,1.0
ula,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111
sun,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
odo,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556
ylo,0.0,1.0,0.0,0.0,0.0
orc,0.0,0.0,0.0,0.0,1.0
wex,1.0,0.0,0.0,0.0,0.0
fäd,0.0,1.0,0.0,0.0,0.0
nzu,1.0,0.0,0.0,0.0,0.0
ixt,1.0,0.0,0.0,0.0,0.0
ovo,1.0,0.0,0.0,0.0,0.0
doc,1.0,0.0,0.0,0.0,0.0
-nr,1.0,0.0,0.0,0.0,0.0
mpl,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666
ash,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143
